lot_id,lot_name,address_hint,business_name,business_address,place_id,impact_weight,business_type,notes,confidence,source_url
6125_hollywood,6125 Hollywood Blvd Parking,6125 Hollywood Blvd,Hollywood Walk of Fame,"Hollywood Blvd, Los Angeles, CA 90028",,1.8,tourist_attraction,Major Hollywood pedestrian/tourist demand signal,high,https://www.discoverlosangeles.com/things-to-do/famous-attractions-things-to-do-on-hollywood-boulevard
6125_hollywood,6125 Hollywood Blvd Parking,6125 Hollywood Blvd,Pantages Theatre,"6233 Hollywood Blvd, Los Angeles, CA 90028",,1.8,venue,Nearby event/showtime demand driver,medium,
6125_hollywood,6125 Hollywood Blvd Parking,6125 Hollywood Blvd,W Hollywood,"6250 Hollywood Blvd, Los Angeles, CA 90028",,1.2,hotel,Hotel/bar/event spillover demand,medium,
6125_hollywood,6125 Hollywood Blvd Parking,6125 Hollywood Blvd,Avalon Hollywood,"1735 Vine St, Los Angeles, CA 90028",,1.5,venue/nightlife,Nearby nightlife/event signal,medium,
139_south_beverly,139 South Beverly Parking,139 S Beverly Dr,South Beverly Grill,"122 S Beverly Dr, Beverly Hills, CA 90212",,2.2,restaurant,Direct nearby restaurant demand signal,high,https://southbeverlygrill.com/contact/
139_south_beverly,139 South Beverly Parking,139 S Beverly Dr,Piccolo Paradiso,"150 S Beverly Dr, Beverly Hills, CA 90212",,1.6,restaurant,Nearby Beverly Drive dinner signal,medium,
139_south_beverly,139 South Beverly Parking,139 S Beverly Dr,Rodeo Drive,"Rodeo Dr, Beverly Hills, CA 90210",,1.5,shopping_district,Luxury shopping/tourist demand proxy,medium,
139_south_beverly,139 South Beverly Parking,139 S Beverly Dr,Beverly Wilshire Hotel,"9500 Wilshire Blvd, Beverly Hills, CA 90212",,1.2,hotel,Hotel/visitor demand proxy,medium,
gladstones,Gladstones Parking,Gladstones,Gladstones,"17300 Pacific Coast Hwy, Pacific Palisades, CA 90272",,2.5,restaurant,Primary direct restaurant/visitor demand driver,high,https://www.gladstones.com/
gladstones,Gladstones Parking,Gladstones,Will Rogers State Beach,"17000 Pacific Coast Hwy, Pacific Palisades, CA 90272",,1.7,beach,Beach visitor demand near Gladstones,medium,
gladstones,Gladstones Parking,Gladstones,Sunset Boulevard and Pacific Coast Highway,"Sunset Blvd & Pacific Coast Hwy, Pacific Palisades, CA 90272",,1.0,traffic_node,Beach/commute traffic proxy around PCH/Sunset,medium,
11801_w_olympic,11801 W Olympic Blvd Parking,11801 W Olympic Blvd,Michaels West Olympic Boulevard,"West Olympic Blvd, Los Angeles, CA 90064",,1.4,retail,Nearby retail proxy; verify exact Place ID in Google Places,low,
11801_w_olympic,11801 W Olympic Blvd Parking,11801 W Olympic Blvd,Sawtelle Japantown restaurant corridor,"Sawtelle Blvd, Los Angeles, CA 90025",,1.3,restaurant_corridor,West LA restaurant corridor proxy; verify distance/importance,low,
11801_w_olympic,11801 W Olympic Blvd Parking,11801 W Olympic Blvd,Olympic Boulevard office corridor,"11801 W Olympic Blvd, Los Angeles, CA 90064",,1.2,office_corridor,Weekday office/commute demand proxy,low,
11801_w_olympic,11801 W Olympic Blvd Parking,11801 W Olympic Blvd,Starbucks West Olympic,"West Olympic Blvd, Los Angeles, CA 90064",,1.0,coffee,Coffee/shop open-close demand proxy; verify exact store,low,
